1 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 0, 1, 0 ]
86 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 47, 7, 0 ]
87 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 48, 7, 0 ]
88 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 49, 7, 0 ]
89 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 50, 7, 0 ]
90 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 51, 7, 0 ]
91 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 52, 7, 0 ]
92 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 53, 7, 0 ]
93 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 54, 7, 0 ]
94 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 54, 8, 0 ]
95 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 54, 8, 0 ]
96 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 54, 8, 0 ]
97 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 54, 8, 0 ]
98 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 55, 8, 0 ]
99 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 55, 8, 0 ]
100 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 55, 8, 0 ]
101 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 56, 8, 0 ]
102 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 57, 8, 0 ]
103 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 58, 8, 0 ]
104 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 59, 8, 0 ]
105 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 59, 8, 0 ]
106 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 59, 8, 0 ]
107 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 59, 8, 0 ]
108 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 60, 8, 0 ]
109 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 61, 8, 0 ]
110 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 61, 8, 0 ]
111 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 61, 8, 0 ]
112 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 61, 8, 0 ]
113 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 62, 8, 0 ]
114 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 62, 8, 0 ]
115 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 63, 8, 0 ]
116 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 64, 8, 0 ]
117 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 64, 8, 0 ]
118 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 64, 8, 0 ]
119 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 64, 8, 0 ]
120 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 65, 8, 0 ]
121 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 65, 8, 0 ]
122 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 65, 8, 0 ]
123 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 66, 8, 0 ]
124 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 67, 8, 0 ]
125 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 67, 8, 0 ]
126 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 67, 8, 0 ]
127 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 67, 8, 0 ]
128 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 68, 8, 0 ]
129 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 68, 8, 0 ]
130 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 69, 8, 0 ]
131 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 69, 8, 0 ]
132 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 69, 8, 0 ]
133 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 69, 8, 0 ]
134 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 69, 8, 0 ]
135 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 69, 8, 0 ]
136 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 70, 8, 0 ]
137 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 70, 8, 0 ]
138 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 70, 8, 0 ]
139 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 70, 8, 0 ]
140 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 70, 8, 0 ]
141 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 70, 8, 0 ]
142 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 71, 8, 0 ]
143 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 71, 8, 0 ]
144 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 71, 8, 0 ]
145 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 71, 8, 0 ]
146 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 71, 9, 0 ]
147 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 71, 9, 0 ]
148 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 71, 9, 0 ]
149 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 71, 9, 0 ]
150 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 71, 9, 0 ]
151 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 71, 9, 0 ]
152 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 71, 9, 0 ]
153 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 71, 9, 0 ]
154 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 71, 9, 0 ]
155 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 71, 9, 0 ]
156 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 72, 9, 0 ]
157 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 73, 9, 0 ]
158 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 73, 9, 0 ]
159 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 73, 9, 0 ]
160 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 73, 9, 0 ]
161 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 74, 9, 0 ]
162 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 74, 9, 0 ]
163 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 75, 9, 0 ]
164 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 76, 9, 0 ]
165 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 77, 9, 0 ]
166 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 77, 9, 0 ]
167 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 77, 9, 0 ]
168 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 78, 9, 0 ]
169 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 79, 9, 0 ]
170 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 80, 9, 0 ]
171 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 80, 9, 0 ]
172 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 80, 9, 0 ]
173 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 81, 9, 0 ]
174 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 81, 9, 0 ]
175 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 81, 9, 0 ]
176 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 81, 9, 0 ]
177 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 81, 9, 0 ]
178 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 81, 9, 0 ]
179 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 82, 9, 0 ]
180 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 83, 9, 0 ]
181 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 84, 9, 0 ]
182 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 84, 9, 0 ]
183 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 84, 9, 0 ]
184 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 85, 9, 0 ]
185 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 85, 9, 0 ]
186 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 85, 9, 0 ]
187 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 85, 9, 0 ]
188 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 85, 9, 0 ]
189 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 85, 9, 0 ]
190 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 85, 9, 0 ]
191 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 85, 9, 0 ]
192 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 85, 9, 0 ]
193 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 85, 9, 0 ]
194 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 85, 9, 0 ]
195 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 85, 9, 0 ]
196 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 85, 9, 0 ]
197 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 85, 9, 0 ]
198 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 86, 9, 0 ]
199 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 86, 9, 0 ]
200 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 87, 9, 0 ]
201 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 88, 9, 0 ]
202 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 88, 9, 0 ]
203 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 88, 9, 0 ]
204 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 88, 9, 0 ]
205 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 89, 9, 0 ]
206 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 90, 9, 0 ]
207 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 90, 9, 0 ]
208 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 90, 9, 0 ]
209 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 91, 9, 0 ]
210 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 91, 9, 0 ]
211 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 91, 9, 0 ]
212 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 91, 9, 0 ]
213 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 91, 9, 0 ]
214 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 92, 9, 0 ]
215 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 92, 9, 0 ]
216 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 92, 9, 0 ]
217 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 92, 9, 0 ]
218 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 92, 9, 0 ]
219 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 92, 9, 0 ]
220 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 92, 9, 0 ]
221 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 92, 9, 0 ]
222 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 92, 9, 0 ]
223 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 92, 9, 0 ]
224 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 92, 9, 0 ]
225 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 92, 9, 0 ]
226 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 93, 9, 0 ]
227 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 93, 9, 0 ]
228 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 93, 9, 0 ]
229 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 94, 9, 0 ]
230 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 94, 9, 0 ]
231 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 94, 9, 0 ]
232 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 95, 9, 0 ]
233 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 96, 9, 0 ]
234 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 96, 9, 0 ]
235 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 96, 9, 0 ]
236 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 96, 9, 0 ]
237 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 96, 9, 0 ]
238 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 96, 9, 0 ]
239 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 96, 9, 0 ]
240 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 97, 9, 0 ]
241 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 97, 9, 0 ]
242 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 97, 9, 0 ]
243 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 98, 9, 0 ]
244 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 99, 9, 0 ]
245 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 99, 9, 0 ]
246 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 99, 9, 0 ]
247 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 99, 9, 0 ]
248 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 99, 9, 0 ]
249 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 99, 9, 0 ]
250 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 99, 9, 0 ]
251 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 99, 9, 0 ]
252 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 99, 9, 0 ]
253 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 99, 9, 0 ]
254 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 100, 9, 0 ]
255 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 101, 9, 0 ]
256 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 102, 9, 0 ]
257 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 102, 9, 0 ]
258 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 102, 9, 0 ]
259 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 103, 9, 0 ]
260 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 104, 9, 0 ]
261 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 104, 9, 0 ]
262 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 104, 9, 0 ]
263 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 104, 9, 0 ]
264 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 104, 9, 0 ]
265 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 104, 9, 0 ]
266 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 105, 9, 0 ]
267 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 105, 9, 0 ]
268 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 105, 9, 0 ]
269 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 105, 9, 0 ]
270 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 105, 9, 0 ]
271 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 106, 9, 0 ]
272 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 106, 9, 0 ]
273 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 106, 9, 0 ]
274 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 106, 9, 0 ]
275 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 106, 9, 0 ]
276 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 106, 9, 0 ]
277 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 106, 9, 0 ]
278 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 107, 9, 0 ]
279 / 4950: [ 0, 0, 0, 2, 0 ], [ 0, 107, 9, 0 ]
280 / 4950: [ 0, 1, 1, 0, 0 ], [ 0, 107, 9, 0 ]
281 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 107, 9, 0 ]
282 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 107, 9, 0 ]
283 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 107, 9, 0 ]
284 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 107, 9, 0 ]
285 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 107, 10, 0 ]
286 / 4950: [ 0, 2, 0, 2, 0 ], [ 0, 107, 10, 1 ]
287 / 4950: [ 0, 1, 0, 3, 0 ], [ 0, 107, 10, 2 ]
288 / 4950: [ 0, 2, 0, 2, 0 ], [ 0, 107, 10, 3 ]
289 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 108, 10, 3 ]
290 / 4950: [ 0, 0, 0, 3, 0 ], [ 0, 108, 10, 3 ]
291 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 108, 11, 3 ]
292 / 4950: [ 0, 1, 0, 1, 1 ], [ 0, 108, 11, 3 ]
293 / 4950: [ 0, 0, 1, 1, 0 ], [ 0, 108, 11, 3 ]
294 / 4950: [ 0, 2, 0, 1, 0 ], [ 0, 108, 11, 3 ]
295 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 108, 12, 3 ]
296 / 4950: [ 0, 2, 0, 2, 0 ], [ 0, 108, 12, 4 ]
297 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 109, 12, 4 ]
298 / 4950: [ 0, 1, 0, 2, 0 ], [ 0, 109, 12, 4 ]
299 / 4950: [ 0, 1, 0, 1, 0 ], [ 0, 109, 12, 4 ]
300 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 109, 12, 4 ]
301 / 4950: [ 0, 0, 1, 1, 0 ], [ 0, 109, 12, 4 ]
302 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 110, 12, 4 ]
303 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 110, 12, 4 ]
304 / 4950: [ 0, 1, 0, 1, 0 ], [ 0, 110, 12, 4 ]
305 / 4950: [ 0, 0, 0, 2, 0 ], [ 0, 110, 12, 4 ]
306 / 4950: [ 0, 0, 0, 2, 0 ], [ 0, 110, 12, 4 ]
307 / 4950: [ 0, 1, 1, 1, 0 ], [ 0, 110, 12, 4 ]
308 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 110, 12, 4 ]
309 / 4950: [ 0, 2, 1, 1, 0 ], [ 0, 110, 12, 5 ]
310 / 4950: [ 0, 3, 0, 1, 0 ], [ 0, 110, 12, 6 ]
311 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 111, 12, 6 ]
312 / 4950: [ 0, 2, 1, 1, 0 ], [ 0, 111, 12, 7 ]
313 / 4950: [ 0, 3, 0, 1, 0 ], [ 0, 111, 12, 8 ]
314 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 111, 12, 8 ]
315 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 112, 12, 8 ]
316 / 4950: [ 0, 1, 1, 1, 0 ], [ 0, 112, 12, 8 ]
317 / 4950: [ 0, 1, 0, 0, 1 ], [ 0, 112, 12, 8 ]
318 / 4950: [ 0, 1, 0, 2, 0 ], [ 0, 112, 12, 8 ]
319 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 113, 12, 8 ]
320 / 4950: [ 0, 3, 0, 1, 0 ], [ 0, 113, 12, 9 ]
321 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 114, 12, 9 ]
322 / 4950: [ 0, 2, 0, 1, 0 ], [ 0, 114, 12, 9 ]
323 / 4950: [ 0, 1, 0, 1, 0 ], [ 0, 114, 12, 9 ]
324 / 4950: [ 0, 1, 0, 2, 0 ], [ 0, 114, 12, 9 ]
