1 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 1, 0, 0 ]
200 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 139, 12, 1 ]
201 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 140, 12, 1 ]
202 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 141, 12, 1 ]
203 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 142, 12, 1 ]
204 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 143, 12, 1 ]
205 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 144, 12, 1 ]
206 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 145, 12, 1 ]
207 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 146, 12, 1 ]
208 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 147, 12, 1 ]
209 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 148, 12, 1 ]
210 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 148, 12, 1 ]
211 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 149, 12, 1 ]
212 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 150, 12, 1 ]
213 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 151, 12, 1 ]
214 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 151, 12, 1 ]
215 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 152, 12, 1 ]
216 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 153, 12, 1 ]
217 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 154, 12, 1 ]
218 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 154, 12, 1 ]
219 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 155, 12, 1 ]
220 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 155, 12, 1 ]
221 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 156, 12, 1 ]
222 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 157, 12, 1 ]
223 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 158, 12, 1 ]
224 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 159, 12, 1 ]
225 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 160, 12, 1 ]
226 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 161, 12, 1 ]
227 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 161, 12, 1 ]
228 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 161, 12, 1 ]
229 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 162, 12, 1 ]
230 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 162, 12, 1 ]
231 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 162, 12, 1 ]
232 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 162, 12, 1 ]
233 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 162, 13, 1 ]
234 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 163, 13, 1 ]
235 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 163, 14, 1 ]
236 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 14, 1 ]
237 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 14, 1 ]
238 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 14, 1 ]
239 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 14, 1 ]
240 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 163, 15, 1 ]
241 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 15, 1 ]
242 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 163, 16, 1 ]
243 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 16, 1 ]
244 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 163, 17, 1 ]
245 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 163, 18, 1 ]
246 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 163, 19, 1 ]
247 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 19, 1 ]
248 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 19, 1 ]
249 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 19, 1 ]
250 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 19, 1 ]
251 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 19, 1 ]
252 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 19, 1 ]
253 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 19, 1 ]
254 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 19, 1 ]
255 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 163, 20, 1 ]
256 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 163, 20, 1 ]
257 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 164, 20, 1 ]
258 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 165, 20, 1 ]
259 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 166, 20, 1 ]
260 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 166, 20, 1 ]
261 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 167, 20, 1 ]
262 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 167, 20, 1 ]
263 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 167, 20, 1 ]
264 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 167, 20, 1 ]
265 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 167, 20, 1 ]
266 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 168, 20, 1 ]
267 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 168, 20, 1 ]
268 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 169, 20, 1 ]
269 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 170, 20, 1 ]
270 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 170, 20, 1 ]
271 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 171, 20, 1 ]
272 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 172, 20, 1 ]
273 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 172, 20, 1 ]
274 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 173, 20, 1 ]
275 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 173, 20, 1 ]
276 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 173, 20, 1 ]
277 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 174, 20, 1 ]
278 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 175, 20, 1 ]
279 / 4950: [ 0, 0, 0, 1, 0 ], [ 0, 175, 20, 2 ]
280 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 176, 20, 2 ]
281 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 177, 20, 2 ]
282 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 178, 20, 2 ]
283 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 179, 20, 2 ]
284 / 4950: [ 0, 0, 0, 1, 0 ], [ 0, 179, 20, 3 ]
285 / 4950: [ 0, 0, 0, 1, 0 ], [ 0, 179, 20, 4 ]
286 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 179, 20, 4 ]
287 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 180, 20, 4 ]
288 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 180, 20, 4 ]
289 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 181, 20, 4 ]
290 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 182, 20, 4 ]
291 / 4950: [ 0, 0, 0, 1, 0 ], [ 0, 182, 20, 5 ]
292 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 182, 20, 5 ]
293 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 183, 20, 5 ]
294 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 184, 20, 5 ]
295 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 185, 20, 5 ]
296 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 185, 20, 5 ]
297 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 186, 20, 5 ]
298 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 187, 20, 5 ]
299 / 4950: [ 0, 0, 0, 1, 0 ], [ 0, 187, 20, 6 ]
300 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 187, 20, 6 ]
301 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 188, 20, 6 ]
302 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 189, 20, 6 ]
303 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 190, 20, 6 ]
304 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 191, 20, 6 ]
305 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 192, 20, 6 ]
306 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 193, 20, 6 ]
307 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 194, 20, 6 ]
308 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 194, 20, 6 ]
309 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 195, 20, 6 ]
310 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 195, 20, 6 ]
311 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 195, 20, 6 ]
312 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 196, 20, 6 ]
313 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 197, 20, 6 ]
314 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 198, 20, 6 ]
315 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 198, 20, 6 ]
316 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 199, 20, 6 ]
317 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 200, 20, 6 ]
318 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 201, 20, 6 ]
319 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 202, 20, 6 ]
320 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 202, 20, 6 ]
321 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 203, 20, 6 ]
322 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 204, 20, 6 ]
323 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 204, 20, 6 ]
324 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 204, 20, 6 ]
